<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
USDRUB,D,29/09/10,00:00:00,30.4100000
USDRUB,D,30/09/10,00:00:00,30.5800000
USDRUB,D,01/10/10,00:00:00,30.4700000
USDRUB,D,02/10/10,00:00:00,30.4100000
USDRUB,D,04/10/10,00:00:00,30.4500000
USDRUB,D,05/10/10,00:00:00,30.0200000
USDRUB,D,06/10/10,00:00:00,29.7800000
USDRUB,D,07/10/10,00:00:00,29.7900000
USDRUB,D,08/10/10,00:00:00,29.8600000
USDRUB,D,09/10/10,00:00:00,29.9800000
USDRUB,D,10/10/10,00:00:00,29.7700000
USDRUB,D,11/10/10,00:00:00,29.9200000
USDRUB,D,12/10/10,00:00:00,29.9900000
USDRUB,D,13/10/10,00:00:00,30.1100000
USDRUB,D,14/10/10,00:00:00,30.0500000
USDRUB,D,15/10/10,00:00:00,30.3000000
USDRUB,D,16/10/10,00:00:00,30.2300000
USDRUB,D,18/10/10,00:00:00,30.3400000
USDRUB,D,19/10/10,00:00:00,30.7300000
USDRUB,D,20/10/10,00:00:00,30.6800000
USDRUB,D,21/10/10,00:00:00,30.6500000
USDRUB,D,22/10/10,00:00:00,30.3500000
USDRUB,D,23/10/10,00:00:00,30.3900000
USDRUB,D,24/10/10,00:00:00,30.2900000
USDRUB,D,25/10/10,00:00:00,30.2900000
USDRUB,D,26/10/10,00:00:00,30.4600000
USDRUB,D,27/10/10,00:00:00,30.6900000
USDRUB,D,28/10/10,00:00:00,30.5900000
USDRUB,D,29/10/10,00:00:00,30.8500000
USDRUB,D,30/10/10,00:00:00,30.7400000
USDRUB,D,01/11/10,00:00:00,30.8100000
USDRUB,D,02/11/10,00:00:00,30.7600000
USDRUB,D,03/11/10,00:00:00,30.8000000
USDRUB,D,04/11/10,00:00:00,30.7500000
USDRUB,D,05/11/10,00:00:00,30.5200000
USDRUB,D,06/11/10,00:00:00,30.8100000
USDRUB,D,08/11/10,00:00:00,30.8100000
USDRUB,D,09/11/10,00:00:00,30.8000000
USDRUB,D,10/11/10,00:00:00,30.6400000
USDRUB,D,11/11/10,00:00:00,30.6300000
USDRUB,D,12/11/10,00:00:00,30.8100000
USDRUB,D,13/11/10,00:00:00,30.7700000
USDRUB,D,14/11/10,00:00:00,30.7600000
USDRUB,D,15/11/10,00:00:00,30.9900000
USDRUB,D,16/11/10,00:00:00,31.2300000
USDRUB,D,17/11/10,00:00:00,31.3300000
USDRUB,D,18/11/10,00:00:00,31.0400000
USDRUB,D,19/11/10,00:00:00,31.0900000
USDRUB,D,20/11/10,00:00:00,31.1100000
USDRUB,D,21/11/10,00:00:00,31.0000000
USDRUB,D,22/11/10,00:00:00,31.1200000
USDRUB,D,23/11/10,00:00:00,31.4100000
USDRUB,D,24/11/10,00:00:00,31.3300000
USDRUB,D,25/11/10,00:00:00,31.1900000
USDRUB,D,26/11/10,00:00:00,31.3800000
USDRUB,D,27/11/10,00:00:00,31.3900000
USDRUB,D,28/11/10,00:00:00,31.3000000
USDRUB,D,29/11/10,00:00:00,31.3400000
USDRUB,D,30/11/10,00:00:00,31.5200000
USDRUB,D,01/12/10,00:00:00,31.3600000
USDRUB,D,02/12/10,00:00:00,31.2100000
USDRUB,D,03/12/10,00:00:00,31.2400000
USDRUB,D,04/12/10,00:00:00,31.3200000
USDRUB,D,06/12/10,00:00:00,31.2000000
USDRUB,D,07/12/10,00:00:00,31.1200000
USDRUB,D,08/12/10,00:00:00,31.0400000
USDRUB,D,09/12/10,00:00:00,30.9300000
USDRUB,D,10/12/10,00:00:00,30.9300000
USDRUB,D,11/12/10,00:00:00,30.9100000
USDRUB,D,13/12/10,00:00:00,30.6800000
USDRUB,D,14/12/10,00:00:00,30.7000000
USDRUB,D,15/12/10,00:00:00,30.7900000
USDRUB,D,16/12/10,00:00:00,30.7200000
USDRUB,D,17/12/10,00:00:00,30.8100000
USDRUB,D,18/12/10,00:00:00,30.7800000
USDRUB,D,20/12/10,00:00:00,30.8300000
USDRUB,D,21/12/10,00:00:00,30.7300000
USDRUB,D,22/12/10,00:00:00,30.6300000
USDRUB,D,23/12/10,00:00:00,30.5600000
USDRUB,D,24/12/10,00:00:00,30.4800000
USDRUB,D,25/12/10,00:00:00,30.4600000
USDRUB,D,26/12/10,00:00:00,30.4700000
USDRUB,D,27/12/10,00:00:00,30.3200000
USDRUB,D,28/12/10,00:00:00,30.3400000
USDRUB,D,29/12/10,00:00:00,30.4600000
USDRUB,D,30/12/10,00:00:00,30.5500000
USDRUB,D,31/12/10,00:00:00,30.5700000
USDRUB,D,01/01/11,00:00:00,30.5500000
USDRUB,D,03/01/11,00:00:00,30.5300000
USDRUB,D,04/01/11,00:00:00,30.3760000
USDRUB,D,05/01/11,00:00:00,30.6400000
USDRUB,D,06/01/11,00:00:00,30.6800000
USDRUB,D,07/01/11,00:00:00,30.7500000
USDRUB,D,10/01/11,00:00:00,30.7200000
USDRUB,D,11/01/11,00:00:00,30.5100000
USDRUB,D,12/01/11,00:00:00,30.0900000
USDRUB,D,13/01/11,00:00:00,29.9400000
USDRUB,D,14/01/11,00:00:00,30.0000000
USDRUB,D,15/01/11,00:00:00,30.0000000
USDRUB,D,16/01/11,00:00:00,29.9700000
USDRUB,D,17/01/11,00:00:00,29.9700000
USDRUB,D,18/01/11,00:00:00,29.8900000
USDRUB,D,19/01/11,00:00:00,29.8300000
USDRUB,D,20/01/11,00:00:00,29.9700000
USDRUB,D,21/01/11,00:00:00,29.9500000
USDRUB,D,22/01/11,00:00:00,29.9500000
USDRUB,D,23/01/11,00:00:00,29.9800000
USDRUB,D,24/01/11,00:00:00,29.8300000
USDRUB,D,25/01/11,00:00:00,29.7100000
USDRUB,D,26/01/11,00:00:00,29.7200000
USDRUB,D,27/01/11,00:00:00,29.5800000
USDRUB,D,28/01/11,00:00:00,29.7700000
USDRUB,D,29/01/11,00:00:00,29.8000000
USDRUB,D,30/01/11,00:00:00,29.7300000
USDRUB,D,31/01/11,00:00:00,29.8000000
USDRUB,D,01/02/11,00:00:00,29.5200000
USDRUB,D,02/02/11,00:00:00,29.4300000
USDRUB,D,03/02/11,00:00:00,29.4300000
USDRUB,D,04/02/11,00:00:00,29.4000000
USDRUB,D,05/02/11,00:00:00,29.4300000
USDRUB,D,06/02/11,00:00:00,29.4200000
USDRUB,D,07/02/11,00:00:00,29.2600000
USDRUB,D,08/02/11,00:00:00,29.2600000
USDRUB,D,09/02/11,00:00:00,29.2400000
USDRUB,D,10/02/11,00:00:00,29.3500000
USDRUB,D,11/02/11,00:00:00,29.3100000
USDRUB,D,12/02/11,00:00:00,29.3400000
USDRUB,D,13/02/11,00:00:00,29.3400000
USDRUB,D,14/02/11,00:00:00,29.2800000
USDRUB,D,15/02/11,00:00:00,29.3200000
USDRUB,D,16/02/11,00:00:00,29.2100000
USDRUB,D,17/02/11,00:00:00,29.2400000
USDRUB,D,18/02/11,00:00:00,29.1200000
USDRUB,D,19/02/11,00:00:00,29.1600000
USDRUB,D,20/02/11,00:00:00,29.1700000
USDRUB,D,21/02/11,00:00:00,29.1500000
USDRUB,D,22/02/11,00:00:00,29.2700000
USDRUB,D,23/02/11,00:00:00,29.1700000
USDRUB,D,24/02/11,00:00:00,28.9800000
USDRUB,D,25/02/11,00:00:00,28.9500000
USDRUB,D,26/02/11,00:00:00,28.9300000
USDRUB,D,27/02/11,00:00:00,28.9400000
USDRUB,D,28/02/11,00:00:00,28.8500000
USDRUB,D,01/03/11,00:00:00,28.7400000
USDRUB,D,02/03/11,00:00:00,28.3800000
USDRUB,D,03/03/11,00:00:00,28.1800000
USDRUB,D,04/03/11,00:00:00,28.1600000
USDRUB,D,05/03/11,00:00:00,28.2200000
USDRUB,D,06/03/11,00:00:00,28.1800000
USDRUB,D,07/03/11,00:00:00,28.2200000
USDRUB,D,08/03/11,00:00:00,28.1600000
USDRUB,D,09/03/11,00:00:00,28.3600000
USDRUB,D,10/03/11,00:00:00,28.6100000
USDRUB,D,11/03/11,00:00:00,28.6800000
USDRUB,D,12/03/11,00:00:00,28.7600000
USDRUB,D,14/03/11,00:00:00,28.4900000
USDRUB,D,15/03/11,00:00:00,28.7100000
USDRUB,D,16/03/11,00:00:00,28.6800000
USDRUB,D,17/03/11,00:00:00,28.6300000
USDRUB,D,18/03/11,00:00:00,28.4500000
USDRUB,D,19/03/11,00:00:00,28.4400000
USDRUB,D,20/03/11,00:00:00,28.4500000
USDRUB,D,21/03/11,00:00:00,28.2400000
USDRUB,D,22/03/11,00:00:00,28.2300000
USDRUB,D,23/03/11,00:00:00,28.3900000
USDRUB,D,24/03/11,00:00:00,28.3000000
USDRUB,D,25/03/11,00:00:00,28.2500000
USDRUB,D,26/03/11,00:00:00,28.2800000
USDRUB,D,28/03/11,00:00:00,28.3400000
USDRUB,D,29/03/11,00:00:00,28.3500000
USDRUB,D,30/03/11,00:00:00,28.5500000
USDRUB,D,31/03/11,00:00:00,28.4200000
USDRUB,D,01/04/11,00:00:00,28.2700000
USDRUB,D,02/04/11,00:00:00,28.2400000
USDRUB,D,04/04/11,00:00:00,28.2900000
USDRUB,D,05/04/11,00:00:00,28.2700000
USDRUB,D,06/04/11,00:00:00,28.1500000
USDRUB,D,07/04/11,00:00:00,28.2300000
USDRUB,D,08/04/11,00:00:00,27.9300000
USDRUB,D,09/04/11,00:00:00,28.0200000
USDRUB,D,11/04/11,00:00:00,28.0400000
USDRUB,D,12/04/11,00:00:00,28.1300000
USDRUB,D,13/04/11,00:00:00,28.2400000
USDRUB,D,14/04/11,00:00:00,28.1900000
USDRUB,D,15/04/11,00:00:00,28.1300000
USDRUB,D,16/04/11,00:00:00,28.1300000
USDRUB,D,17/04/11,00:00:00,28.1500000
USDRUB,D,18/04/11,00:00:00,28.3200000
USDRUB,D,19/04/11,00:00:00,28.2800000
USDRUB,D,20/04/11,00:00:00,28.0800000
USDRUB,D,21/04/11,00:00:00,27.9900000
USDRUB,D,22/04/11,00:00:00,28.0100000
USDRUB,D,23/04/11,00:00:00,28.0200000
USDRUB,D,24/04/11,00:00:00,28.0200000
USDRUB,D,25/04/11,00:00:00,27.8900000
USDRUB,D,26/04/11,00:00:00,27.7700000
USDRUB,D,27/04/11,00:00:00,27.5600000
USDRUB,D,28/04/11,00:00:00,27.4800000
USDRUB,D,29/04/11,00:00:00,27.3900000
USDRUB,D,30/04/11,00:00:00,27.3400000
USDRUB,D,01/05/11,00:00:00,27.3400000
USDRUB,D,02/05/11,00:00:00,27.4100000
USDRUB,D,03/05/11,00:00:00,27.3400000
USDRUB,D,04/05/11,00:00:00,27.3600000
USDRUB,D,05/05/11,00:00:00,27.5500000
USDRUB,D,06/05/11,00:00:00,27.8800000
USDRUB,D,07/05/11,00:00:00,27.7900000
USDRUB,D,09/05/11,00:00:00,27.9000000
USDRUB,D,10/05/11,00:00:00,27.7000000
USDRUB,D,11/05/11,00:00:00,27.8000000
USDRUB,D,12/05/11,00:00:00,27.9400000
USDRUB,D,13/05/11,00:00:00,28.1300000
USDRUB,D,14/05/11,00:00:00,28.1400000
USDRUB,D,16/05/11,00:00:00,28.1100000
USDRUB,D,17/05/11,00:00:00,28.1500000
USDRUB,D,18/05/11,00:00:00,28.0500000
USDRUB,D,19/05/11,00:00:00,27.9900000
USDRUB,D,20/05/11,00:00:00,28.1200000
USDRUB,D,21/05/11,00:00:00,28.1600000
USDRUB,D,22/05/11,00:00:00,28.0200000
USDRUB,D,23/05/11,00:00:00,28.4900000
USDRUB,D,24/05/11,00:00:00,28.3300000
USDRUB,D,25/05/11,00:00:00,28.4500000
USDRUB,D,26/05/11,00:00:00,28.2000000
USDRUB,D,27/05/11,00:00:00,28.2100000
USDRUB,D,28/05/11,00:00:00,28.0000000
USDRUB,D,30/05/11,00:00:00,28.0700000
USDRUB,D,31/05/11,00:00:00,27.9700000
USDRUB,D,01/06/11,00:00:00,27.9900000
USDRUB,D,02/06/11,00:00:00,27.8600000
USDRUB,D,03/06/11,00:00:00,27.7600000
USDRUB,D,04/06/11,00:00:00,27.8600000
USDRUB,D,05/06/11,00:00:00,27.9500000
USDRUB,D,06/06/11,00:00:00,27.8600000
USDRUB,D,07/06/11,00:00:00,27.7000000
USDRUB,D,08/06/11,00:00:00,27.7500000
USDRUB,D,09/06/11,00:00:00,27.7700000
USDRUB,D,10/06/11,00:00:00,28.0100000
USDRUB,D,11/06/11,00:00:00,28.0000000
USDRUB,D,12/06/11,00:00:00,28.0400000
USDRUB,D,13/06/11,00:00:00,27.9200000
USDRUB,D,14/06/11,00:00:00,27.8500000
USDRUB,D,15/06/11,00:00:00,28.0900000
USDRUB,D,16/06/11,00:00:00,28.1200000
USDRUB,D,17/06/11,00:00:00,28.0100000
USDRUB,D,18/06/11,00:00:00,28.0200000
USDRUB,D,20/06/11,00:00:00,28.0800000
USDRUB,D,21/06/11,00:00:00,27.9200000
USDRUB,D,22/06/11,00:00:00,28.0100000
USDRUB,D,23/06/11,00:00:00,28.1300000
USDRUB,D,24/06/11,00:00:00,28.2200000
USDRUB,D,25/06/11,00:00:00,28.1600000
USDRUB,D,27/06/11,00:00:00,28.2200000
USDRUB,D,28/06/11,00:00:00,28.1100000
USDRUB,D,29/06/11,00:00:00,28.0200000
USDRUB,D,30/06/11,00:00:00,27.9300000
USDRUB,D,01/07/11,00:00:00,27.8200000
USDRUB,D,02/07/11,00:00:00,27.8600000
USDRUB,D,04/07/11,00:00:00,27.7900000
USDRUB,D,05/07/11,00:00:00,27.8900000
USDRUB,D,06/07/11,00:00:00,27.8700000
USDRUB,D,07/07/11,00:00:00,27.9200000
USDRUB,D,08/07/11,00:00:00,28.2000000
USDRUB,D,09/07/11,00:00:00,28.1900000
USDRUB,D,11/07/11,00:00:00,28.2200000
USDRUB,D,12/07/11,00:00:00,28.3300000
USDRUB,D,13/07/11,00:00:00,28.0200000
USDRUB,D,14/07/11,00:00:00,28.1200000
USDRUB,D,15/07/11,00:00:00,28.0800000
USDRUB,D,16/07/11,00:00:00,28.0600000
USDRUB,D,18/07/11,00:00:00,28.2500000
USDRUB,D,19/07/11,00:00:00,28.2100000
USDRUB,D,20/07/11,00:00:00,27.9800000
USDRUB,D,21/07/11,00:00:00,27.7300000
USDRUB,D,22/07/11,00:00:00,27.7500000
USDRUB,D,23/07/11,00:00:00,27.7400000
USDRUB,D,24/07/11,00:00:00,27.7700000
USDRUB,D,25/07/11,00:00:00,27.7000000
USDRUB,D,26/07/11,00:00:00,27.4800000
USDRUB,D,27/07/11,00:00:00,27.5500000
USDRUB,D,28/07/11,00:00:00,27.5900000
USDRUB,D,29/07/11,00:00:00,27.6100000
USDRUB,D,30/07/11,00:00:00,27.6000000
USDRUB,D,01/08/11,00:00:00,27.7600000
USDRUB,D,02/08/11,00:00:00,27.8200000
USDRUB,D,03/08/11,00:00:00,27.8500000
USDRUB,D,04/08/11,00:00:00,28.1500000
USDRUB,D,05/08/11,00:00:00,28.0600000
USDRUB,D,06/08/11,00:00:00,28.3040000
USDRUB,D,08/08/11,00:00:00,29.0000000
USDRUB,D,09/08/11,00:00:00,29.7900000
USDRUB,D,10/08/11,00:00:00,29.9300000
USDRUB,D,11/08/11,00:00:00,29.8000000
USDRUB,D,12/08/11,00:00:00,29.1800000
USDRUB,D,13/08/11,00:00:00,29.1300000
USDRUB,D,14/08/11,00:00:00,29.2400000
USDRUB,D,15/08/11,00:00:00,28.6400000
USDRUB,D,16/08/11,00:00:00,28.6800000
USDRUB,D,17/08/11,00:00:00,28.7400000
USDRUB,D,18/08/11,00:00:00,29.1100000
USDRUB,D,19/08/11,00:00:00,29.0500000
USDRUB,D,20/08/11,00:00:00,29.0600000
USDRUB,D,21/08/11,00:00:00,29.0900000
USDRUB,D,22/08/11,00:00:00,29.1100000
USDRUB,D,23/08/11,00:00:00,29.0700000
USDRUB,D,24/08/11,00:00:00,28.9100000
USDRUB,D,25/08/11,00:00:00,28.9800000
USDRUB,D,26/08/11,00:00:00,28.8100000
USDRUB,D,27/08/11,00:00:00,28.8000000
USDRUB,D,28/08/11,00:00:00,28.8100000
USDRUB,D,29/08/11,00:00:00,28.7800000
USDRUB,D,30/08/11,00:00:00,28.8800000
USDRUB,D,31/08/11,00:00:00,28.8600000
USDRUB,D,01/09/11,00:00:00,28.9800000
USDRUB,D,02/09/11,00:00:00,29.1100000
USDRUB,D,03/09/11,00:00:00,29.1400000
USDRUB,D,04/09/11,00:00:00,29.1300000
USDRUB,D,05/09/11,00:00:00,29.4900000
USDRUB,D,06/09/11,00:00:00,29.6300000
USDRUB,D,07/09/11,00:00:00,29.4400000
USDRUB,D,08/09/11,00:00:00,29.6900000
USDRUB,D,09/09/11,00:00:00,30.1300000
USDRUB,D,10/09/11,00:00:00,30.0000000
USDRUB,D,11/09/11,00:00:00,30.0700000
USDRUB,D,12/09/11,00:00:00,30.2700000
USDRUB,D,13/09/11,00:00:00,30.2200000
USDRUB,D,14/09/11,00:00:00,30.4400000
USDRUB,D,15/09/11,00:00:00,30.4000000
USDRUB,D,16/09/11,00:00:00,30.5300000
USDRUB,D,17/09/11,00:00:00,30.5500000
USDRUB,D,19/09/11,00:00:00,31.2700000
USDRUB,D,20/09/11,00:00:00,31.4300000
USDRUB,D,21/09/11,00:00:00,31.6200000
USDRUB,D,22/09/11,00:00:00,32.0000000
USDRUB,D,23/09/11,00:00:00,32.0200000
USDRUB,D,24/09/11,00:00:00,32.1000000
USDRUB,D,25/09/11,00:00:00,32.0500000
USDRUB,D,26/09/11,00:00:00,32.3600000
USDRUB,D,27/09/11,00:00:00,31.7300000
USDRUB,D,28/09/11,00:00:00,31.7900000
USDRUB,D,29/09/11,00:00:00,31.9200000
USDRUB,D,30/09/11,00:00:00,32.2000000
USDRUB,D,01/10/11,00:00:00,32.2500000
USDRUB,D,02/10/11,00:00:00,32.2300000
USDRUB,D,03/10/11,00:00:00,32.6200000
USDRUB,D,04/10/11,00:00:00,32.6500000
USDRUB,D,05/10/11,00:00:00,32.5000000
USDRUB,D,06/10/11,00:00:00,32.3000000
USDRUB,D,07/10/11,00:00:00,32.1300000
USDRUB,D,08/10/11,00:00:00,32.2000000
USDRUB,D,09/10/11,00:00:00,32.2100000
USDRUB,D,10/10/11,00:00:00,31.5100000
USDRUB,D,11/10/11,00:00:00,31.4900000
USDRUB,D,12/10/11,00:00:00,31.0800000
USDRUB,D,13/10/11,00:00:00,31.1500000
USDRUB,D,14/10/11,00:00:00,30.8700000
USDRUB,D,15/10/11,00:00:00,30.8600000
USDRUB,D,16/10/11,00:00:00,30.8800000
USDRUB,D,17/10/11,00:00:00,30.9300000
USDRUB,D,18/10/11,00:00:00,31.1000000
USDRUB,D,19/10/11,00:00:00,31.0500000
USDRUB,D,20/10/11,00:00:00,31.4200000
USDRUB,D,21/10/11,00:00:00,31.1600000
USDRUB,D,22/10/11,00:00:00,31.0900000
USDRUB,D,24/10/11,00:00:00,30.5500000
USDRUB,D,25/10/11,00:00:00,30.5400000
USDRUB,D,26/10/11,00:00:00,30.6100000
USDRUB,D,27/10/11,00:00:00,29.9100000
USDRUB,D,28/10/11,00:00:00,29.7300000
USDRUB,D,29/10/11,00:00:00,29.6900000
USDRUB,D,31/10/11,00:00:00,30.2300000
USDRUB,D,01/11/11,00:00:00,30.7800000
USDRUB,D,02/11/11,00:00:00,30.6500000
USDRUB,D,03/11/11,00:00:00,30.5400000
USDRUB,D,04/11/11,00:00:00,30.4800000
USDRUB,D,05/11/11,00:00:00,30.5200000
USDRUB,D,06/11/11,00:00:00,30.5000000
USDRUB,D,07/11/11,00:00:00,30.4900000
USDRUB,D,08/11/11,00:00:00,30.2100000
USDRUB,D,09/11/11,00:00:00,30.6200000
USDRUB,D,10/11/11,00:00:00,30.5600000
USDRUB,D,11/11/11,00:00:00,30.3700000
USDRUB,D,12/11/11,00:00:00,30.3600000
USDRUB,D,13/11/11,00:00:00,30.3300000
USDRUB,D,14/11/11,00:00:00,30.5700000
USDRUB,D,15/11/11,00:00:00,30.6000000
USDRUB,D,16/11/11,00:00:00,30.7000000
USDRUB,D,17/11/11,00:00:00,30.8600000
USDRUB,D,18/11/11,00:00:00,30.8600000
USDRUB,D,19/11/11,00:00:00,30.8600000
USDRUB,D,20/11/11,00:00:00,30.8500000
USDRUB,D,21/11/11,00:00:00,31.1600000
USDRUB,D,22/11/11,00:00:00,31.0500000
USDRUB,D,23/11/11,00:00:00,31.5000000
USDRUB,D,24/11/11,00:00:00,31.4700000
USDRUB,D,25/11/11,00:00:00,31.5100000
USDRUB,D,26/11/11,00:00:00,31.4800000
USDRUB,D,27/11/11,00:00:00,31.5000000
USDRUB,D,28/11/11,00:00:00,31.3700000
USDRUB,D,29/11/11,00:00:00,31.2400000
USDRUB,D,30/11/11,00:00:00,30.7000000
USDRUB,D,01/12/11,00:00:00,30.7600000
USDRUB,D,02/12/11,00:00:00,30.9500000
USDRUB,D,03/12/11,00:00:00,30.9600000
USDRUB,D,05/12/11,00:00:00,30.8600000
USDRUB,D,06/12/11,00:00:00,31.3100000
USDRUB,D,07/12/11,00:00:00,31.2000000
USDRUB,D,08/12/11,00:00:00,31.3900000
USDRUB,D,09/12/11,00:00:00,31.4300000
USDRUB,D,10/12/11,00:00:00,31.4500000
USDRUB,D,11/12/11,00:00:00,31.4600000
USDRUB,D,12/12/11,00:00:00,31.6100000
USDRUB,D,13/12/11,00:00:00,31.7600000
USDRUB,D,14/12/11,00:00:00,31.8900000
USDRUB,D,15/12/11,00:00:00,31.8400000
USDRUB,D,16/12/11,00:00:00,31.9300000
USDRUB,D,17/12/11,00:00:00,31.9500000
USDRUB,D,18/12/11,00:00:00,32.0100000
USDRUB,D,19/12/11,00:00:00,32.0800000
USDRUB,D,20/12/11,00:00:00,31.9700000
USDRUB,D,21/12/11,00:00:00,31.7200000
USDRUB,D,22/12/11,00:00:00,31.3400000
USDRUB,D,23/12/11,00:00:00,31.1600000
USDRUB,D,24/12/11,00:00:00,31.1600000
USDRUB,D,26/12/11,00:00:00,31.1400000
USDRUB,D,27/12/11,00:00:00,31.3700000
USDRUB,D,28/12/11,00:00:00,31.8000000
USDRUB,D,29/12/11,00:00:00,32.1200000
USDRUB,D,30/12/11,00:00:00,32.1200000
USDRUB,D,31/12/11,00:00:00,32.1200000
USDRUB,D,01/01/12,00:00:00,32.2100000
USDRUB,D,02/01/12,00:00:00,32.1900000
USDRUB,D,03/01/12,00:00:00,31.7000000
USDRUB,D,04/01/12,00:00:00,31.8100000
USDRUB,D,05/01/12,00:00:00,32.0400000
USDRUB,D,06/01/12,00:00:00,32.0900000
USDRUB,D,07/01/12,00:00:00,32.1000000
USDRUB,D,08/01/12,00:00:00,31.9700000
USDRUB,D,09/01/12,00:00:00,31.8900000
USDRUB,D,10/01/12,00:00:00,31.5500000
USDRUB,D,11/01/12,00:00:00,31.7100000
USDRUB,D,12/01/12,00:00:00,31.5400000
USDRUB,D,13/01/12,00:00:00,31.8600000
USDRUB,D,14/01/12,00:00:00,31.8500000
USDRUB,D,15/01/12,00:00:00,31.8600000
USDRUB,D,16/01/12,00:00:00,31.6700000
USDRUB,D,17/01/12,00:00:00,31.6300000
USDRUB,D,18/01/12,00:00:00,31.4500000
USDRUB,D,19/01/12,00:00:00,31.3000000
USDRUB,D,20/01/12,00:00:00,31.3300000
USDRUB,D,21/01/12,00:00:00,31.3300000
USDRUB,D,22/01/12,00:00:00,31.3500000
USDRUB,D,23/01/12,00:00:00,30.8900000
USDRUB,D,24/01/12,00:00:00,30.7800000
USDRUB,D,25/01/12,00:00:00,30.5500000
USDRUB,D,26/01/12,00:00:00,30.3000000
USDRUB,D,27/01/12,00:00:00,30.1200000
USDRUB,D,28/01/12,00:00:00,30.1300000
USDRUB,D,30/01/12,00:00:00,30.3900000
USDRUB,D,31/01/12,00:00:00,30.2900000
USDRUB,D,01/02/12,00:00:00,30.1700000
USDRUB,D,02/02/12,00:00:00,30.1900000
USDRUB,D,03/02/12,00:00:00,30.1300000
USDRUB,D,04/02/12,00:00:00,30.1200000
USDRUB,D,05/02/12,00:00:00,30.1300000
USDRUB,D,06/02/12,00:00:00,30.0600000
USDRUB,D,07/02/12,00:00:00,29.7700000
USDRUB,D,08/02/12,00:00:00,29.7400000
USDRUB,D,09/02/12,00:00:00,29.6900000
USDRUB,D,10/02/12,00:00:00,30.0500000
USDRUB,D,11/02/12,00:00:00,30.0780000
USDRUB,D,12/02/12,00:00:00,30.0500000
USDRUB,D,13/02/12,00:00:00,29.9100000
USDRUB,D,14/02/12,00:00:00,30.0907000
USDRUB,D,15/02/12,00:00:00,30.0400000
USDRUB,D,16/02/12,00:00:00,30.0400000
USDRUB,D,17/02/12,00:00:00,29.9300000
USDRUB,D,18/02/12,00:00:00,29.9300000
USDRUB,D,20/02/12,00:00:00,29.7800000
USDRUB,D,21/02/12,00:00:00,29.7500000
USDRUB,D,22/02/12,00:00:00,29.7000000
USDRUB,D,23/02/12,00:00:00,29.6200000
USDRUB,D,24/02/12,00:00:00,29.1600000
USDRUB,D,25/02/12,00:00:00,29.2200000
USDRUB,D,26/02/12,00:00:00,29.1600000
USDRUB,D,27/02/12,00:00:00,29.0200000
USDRUB,D,28/02/12,00:00:00,28.9700000
USDRUB,D,29/02/12,00:00:00,29.0800000
USDRUB,D,01/03/12,00:00:00,29.2100000
USDRUB,D,02/03/12,00:00:00,29.3200000
USDRUB,D,03/03/12,00:00:00,29.3400000
USDRUB,D,05/03/12,00:00:00,29.3300000
USDRUB,D,06/03/12,00:00:00,29.5700000
USDRUB,D,07/03/12,00:00:00,29.6400000
USDRUB,D,08/03/12,00:00:00,29.4100000
USDRUB,D,09/03/12,00:00:00,29.4200000
USDRUB,D,10/03/12,00:00:00,29.4100000
USDRUB,D,12/03/12,00:00:00,29.6000000
USDRUB,D,13/03/12,00:00:00,29.4600000
USDRUB,D,14/03/12,00:00:00,29.5400000
USDRUB,D,15/03/12,00:00:00,29.3400000
USDRUB,D,16/03/12,00:00:00,29.2500000
USDRUB,D,17/03/12,00:00:00,29.2000000
USDRUB,D,18/03/12,00:00:00,29.2300000
USDRUB,D,19/03/12,00:00:00,29.1200000
USDRUB,D,20/03/12,00:00:00,29.2500000
USDRUB,D,21/03/12,00:00:00,29.2500000
USDRUB,D,22/03/12,00:00:00,29.4300000
USDRUB,D,23/03/12,00:00:00,29.2800000
USDRUB,D,24/03/12,00:00:00,29.3000000
USDRUB,D,25/03/12,00:00:00,29.2800000
USDRUB,D,26/03/12,00:00:00,28.9300000
USDRUB,D,27/03/12,00:00:00,29.0500000
USDRUB,D,28/03/12,00:00:00,29.3600000
USDRUB,D,29/03/12,00:00:00,29.4700000
USDRUB,D,30/03/12,00:00:00,29.3200000
USDRUB,D,31/03/12,00:00:00,29.4300000
USDRUB,D,02/04/12,00:00:00,29.2800000
USDRUB,D,03/04/12,00:00:00,29.3000000
USDRUB,D,04/04/12,00:00:00,29.5200000
USDRUB,D,05/04/12,00:00:00,29.4400000
USDRUB,D,06/04/12,00:00:00,29.5600000
USDRUB,D,07/04/12,00:00:00,29.5800000
USDRUB,D,08/04/12,00:00:00,29.5700000
USDRUB,D,09/04/12,00:00:00,29.5700000
USDRUB,D,10/04/12,00:00:00,29.8000000
USDRUB,D,11/04/12,00:00:00,29.6400000
USDRUB,D,12/04/12,00:00:00,29.4000000
USDRUB,D,13/04/12,00:00:00,29.6100000
USDRUB,D,14/04/12,00:00:00,29.6100000
USDRUB,D,15/04/12,00:00:00,29.5800000
USDRUB,D,16/04/12,00:00:00,29.5600000
USDRUB,D,17/04/12,00:00:00,29.4900000
USDRUB,D,18/04/12,00:00:00,29.5200000
USDRUB,D,19/04/12,00:00:00,29.4900000
USDRUB,D,20/04/12,00:00:00,29.4600000
USDRUB,D,21/04/12,00:00:00,29.4400000
